,Papel,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Patrim_Liq,Receita_Liquida_12m,EBIT_12m,Lucro_Liquido_12m,Receita_Liquida_3m,EBIT_3m,Lucro_Liquido_3m,Cart_de_Credito,Depositos,Result_Int_Financ_12m,Rec_Servicos_12m,Result_Int_Financ_3m,Rec_Servicos_3m
TUPY4,TUPY4,PN,TUPY PN,Material de Transporte,Material Rodoviário,48.21,2013-02-08,0.00,0.00,0,6950820000,7936850000,2021-09-30,144178000,3051,258,1242,110,107,302,38877,0.0%,869,1418,11.2%,158,1866,16.5%,8.9%,3.6%,8.6%,12.3%,8.5%,254,077,097,6471850000,1091720000,3798970000,2077750000,986030000,2690750000,6293340000,559773000,227833000,1833810000,217276000,125150000,,,,,,
TVIT3,TVIT3,ON NM,TIVIT ON NM,Programas e Serviços,Programas e Serviços,19.30,2011-01-12,0.00,0.00,0,1717510000,1837960000,2010-09-30,88990000,2346,545,1602,170,242,17542,-1272,0.0%,1714,1714,-,082,354,24.9%,10.6%,7.3%,15.1%,17.6%,23.2%,104,056,142,708505000,55327000,258462000,175785000,120458000,314984000,1007450000,107202000,73214000,281572000,25577000,14101000,,,,,,
TXRX3,TXRX3,ON,RENAUX ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,34.00,2021-12-01,29.80,71.00,166,144806000,397754000,2021-09-30,4259000,-2441,-047,488,097,068,-054,-034,0.0%,1148,1342,15.2%,-139,-7305,36.3%,19.9%,-4.0%,13.9%,20.6%,1.9%,026,-081,070,213474000,80000,95275000,253028000,252948000,-311100000,148737000,29645000,-5933000,45652000,9270000,2680000,,,,,,
TXRX4,TXRX4,PN,RENAUX PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,6.72,2022-01-24,6.72,10.88,4815,28620500,281568000,2021-09-30,4259000,-482,-009,097,019,013,-011,-007,0.0%,812,950,15.2%,-139,-7305,36.3%,19.9%,-4.0%,13.9%,20.6%,1.9%,026,-081,070,213474000,80000,95275000,253028000,252948000,-311100000,148737000,29645000,-5933000,45652000,9270000,2680000,,,,,,
UBBR11,UBBR11,UNT N1,UNIBANCO SA UNT N1,Intermediários Financeiros,Bancos,14.75,2009-03-30,0.00,0.00,0,40332600000,-,2008-12-31,2734420000,120181,391,-,-,-,-,-,0.0%,-,-,10.6%,001,377,-,-,0.0%,0.0%,-,0.3%,-,-,-,183181000000,,,,,10317200000,,,33560000,,,-2167450000,0,0,0,0,0,0
UBBR3,UBBR3,ON N1,UNIBANCO SA ON N1,Intermediários Financeiros,Bancos,18.00,2009-03-30,0.00,0.00,0,49219500000,-,2008-12-31,2734420000,146661,477,-,-,-,-,-,0.0%,-,-,10.6%,001,377,-,-,0.0%,0.0%,-,0.3%,-,-,-,183181000000,,,,,10317200000,,,33560000,,,-2167450000,0,0,0,0,0,0
UBBR4,UBBR4,PN N1,UNIBANCO SA PN N1,Intermediários Financeiros,Bancos,7.49,2009-03-30,0.00,0.00,0,20480800000,-,2008-12-31,2734420000,61027,199,-,-,-,-,-,0.0%,-,-,10.6%,001,377,-,-,0.0%,0.0%,-,0.3%,-,-,-,183181000000,,,,,10317200000,,,33560000,,,-2167450000,0,0,0,0,0,0
UCAS3,UCAS3,ON NM,UNICASA ON NM,Utilidades Domésticas,Móveis,3.66,2022-01-25,3.45,5.48,176132,241875000,184773000,2021-09-30,66086000,937,146,863,119,089,448,717,5.8%,496,659,4.2%,039,250,38.1%,13.7%,12.7%,10.3%,14.8%,15.6%,163,010,075,271103000,72992000,139533000,15890000,-57102000,165283000,204069000,28027000,25818000,60620000,9024000,7269000,,,,,,
UCOP4,UCOP4,PN,USINA COSTA PINTO S/A AÇÚCAR E ÁLCOOL PN,,,6.50,2012-08-07,0.00,0.00,0,1267500000,1349380000,2012-12-31,195000000,1801,130,2270,1905,084,514,-861,0.0%,4156,2417,9.2%,036,499,98.2%,83.9%,110.5%,3.7%,3.9%,7.2%,1337,016,004,1502330000,72222000,266382000,154099000,81877000,972713000,66534000,55838000,70367000,11221000,7638000,28598000,,,,,,
UGPA3,UGPA3,ON,ULTRAPAR PARTICIPAÇÕES SA ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",14.01,2022-01-25,12.38,23.53,105570000,15622700000,28106400000,2021-09-30,1115110000,1743,159,864,015,042,195,-177,4.6%,893,1555,5.9%,080,878,6.1%,1.7%,0.9%,4.8%,7.2%,9.1%,177,186,288,37372300000,5741170000,18342900000,18224900000,12483700000,9795900000,107603000000,1807470000,896311000,31911100000,519743000,369203000,,,,,,
UGPA4,UGPA4,PN,ULTRAPAR PARTICIPAÇÕES SA PN,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",27.10,2011-08-16,0.00,0.00,0,30219400000,42703100000,2021-09-30,1115110000,3372,308,1672,028,081,378,-342,0.0%,1356,2363,5.9%,080,878,6.1%,1.7%,0.9%,4.8%,7.2%,9.1%,177,186,288,37372300000,5741170000,18342900000,18224900000,12483700000,9795900000,107603000000,1807470000,896311000,31911100000,519743000,369203000,,,,,,
UNIP3,UNIP3,ON,UNIPAR PARTICIPAÇÕES S.A. ON,Químicos,Químicos Diversos,91.79,2022-01-25,42.91,103.20,4051140,8668010000,8203340000,2021-09-30,94433000,547,342,472,160,143,571,-1215,15.3%,402,447,17.7%,1679,2684,43.7%,33.9%,29.6%,30.2%,42.4%,62.6%,219,038,089,6075100000,1434670000,2795560000,970003000,-464670000,2534710000,5423120000,1837210000,1585940000,1791910000,589884000,778180000,,,,,,
UNIP5,UNIP5,PNA,UNIPAR PARTICIPAÇÕES S.A. PNA,Químicos,Químicos Diversos,91.07,2022-01-24,42.49,102.90,114747,8600010000,8135340000,2021-09-30,94433000,542,339,468,159,142,567,-1206,17.0%,398,443,17.7%,1679,2684,43.7%,33.9%,29.6%,30.2%,42.4%,62.6%,219,038,089,6075100000,1434670000,2795560000,970003000,-464670000,2534710000,5423120000,1837210000,1585940000,1791910000,589884000,778180000,,,,,,
UNIP6,UNIP6,PNB,UNIPAR PARTICIPAÇÕES S.A. PNB,Químicos,Químicos Diversos,93.02,2022-01-25,42.23,103.24,34137200,8784160000,8319490000,2021-09-30,94433000,554,347,478,162,145,579,-1231,16.6%,407,453,17.7%,1679,2684,43.7%,33.9%,29.6%,30.2%,42.4%,62.6%,219,038,089,6075100000,1434670000,2795560000,970003000,-464670000,2534710000,5423120000,1837210000,1585940000,1791910000,589884000,778180000,,,,,,
UOLL4,UOLL4,PN,UOL PN,Programas e Serviços,Programas e Serviços,19.62,2012-01-18,0.00,0.00,0,2357000000,2566560000,2011-09-30,120132000,4352,235,1514,205,140,45714,-1283,0.0%,1649,1649,22.0%,045,835,67.7%,13.6%,4.7%,9.3%,10.6%,5.4%,101,023,068,1680220000,25644000,493661000,235211000,209567000,1003690000,1147700000,155630000,54164000,312026000,43393000,31862000,,,,,,
USIM3,USIM3,ON N1,USIMINAS ON N1,Siderurgia e Metalurgia,Siderurgia,14.48,2022-01-25,11.59,22.48,9453700,18144600000,16929300000,2021-09-30,1253080000,221,090,184,058,047,128,365,9.0%,156,172,27.1%,656,1609,34.7%,31.6%,30.4%,25.3%,34.0%,40.8%,308,030,080,38918400000,7293500000,20948600000,6078220000,-1215280000,20164300000,31162000000,9837240000,8221180000,9025650000,2820840000,1562220000,,,,,,
USIM5,USIM5,PNA N1,USIMINAS PNA N1,Siderurgia e Metalurgia,Siderurgia,16.16,2022-01-25,11.92,22.01,295807000,20249800000,19034500000,2021-09-30,1253080000,246,100,206,065,052,143,407,8.8%,176,193,27.1%,656,1609,34.7%,31.6%,30.4%,25.3%,34.0%,40.8%,308,030,080,38918400000,7293500000,20948600000,6078220000,-1215280000,20164300000,31162000000,9837240000,8221180000,9025650000,2820840000,1562220000,,,,,,
USIM6,USIM6,PNB N1,USIMINAS PNB N1,Siderurgia e Metalurgia,Siderurgia,17.93,2022-01-19,12.31,28.01,226,22467700000,21252400000,2021-09-30,1253080000,273,111,228,072,058,159,451,8.0%,196,216,27.1%,656,1609,34.7%,31.6%,30.4%,25.3%,34.0%,40.8%,308,030,080,38918400000,7293500000,20948600000,6078220000,-1215280000,20164300000,31162000000,9837240000,8221180000,9025650000,2820840000,1562220000,,,,,,
VAGV3,VAGV3,ON,SAVIRG ON,Transporte,Transporte Aéreo,1.14,2009-11-19,0.00,0.00,0,79716800,2624210000,2006-03-31,69927000,-005,-001,-027,001,004,-008,-001,0.0%,-890,-890,1.1%,-2430,-11719,12.8%,-5.1%,-29.3%,-13.6%,-15.1%,20.7%,052,-031,267,2169100000,14955000,1091470000,2559450000,2544500000,-8194580000,5800870000,-294835000,-1698960000,1391100000,-50369000,-273719000,,,,,,
VAGV4,VAGV4,PN,SAVIRG PN,Transporte,Transporte Aéreo,1.02,2010-01-04,0.00,0.00,0,71325500,2615820000,2006-03-31,69927000,-004,-001,-024,001,003,-007,-001,0.0%,-887,-887,1.1%,-2430,-11719,12.8%,-5.1%,-29.3%,-13.6%,-15.1%,20.7%,052,-031,267,2169100000,14955000,1091470000,2559450000,2544500000,-8194580000,5800870000,-294835000,-1698960000,1391100000,-50369000,-273719000,,,,,,
VALE3,VALE3,ON NM,VALE ON NM,Mineração,Minerais Metálicos,84.06,2022-01-25,62.33,106.26,1905030000,431434000000,446273000000,2021-09-30,5132460000,451,238,237,143,091,2026,-242,17.9%,224,245,27.4%,1864,3532,61.2%,60.3%,31.4%,38.5%,46.6%,52.8%,124,041,064,472574000000,59057200000,108736000000,73895700000,14838500000,181296000000,302347000000,182167000000,95687000000,66260700000,35124200000,20203200000,,,,,,
VALE5,VALE5,ON NM,VALE ON NM,Mineração,Minerais Metálicos,33.36,2017-11-24,0.00,0.00,0,171219000000,186057000000,2021-09-30,5132460000,179,094,094,057,036,804,-096,0.0%,094,102,27.4%,1864,3532,61.2%,60.3%,31.4%,38.5%,46.6%,52.8%,124,041,064,472574000000,59057200000,108736000000,73895700000,14838500000,181296000000,302347000000,182167000000,95687000000,66260700000,35124200000,20203200000,,,,,,
VAMO3,VAMO3,ON NM,VAMOS ON NM,Diversos,Aluguel de carros,11.54,2022-01-25,7.33,18.13,29471000,11274400000,12598700000,2021-09-30,976988000,3336,414,1826,462,155,600,-680,1.7%,1364,2041,72.7%,035,279,35.1%,25.3%,13.9%,8.5%,13.1%,12.4%,291,119,034,7252310000,1905060000,2865630000,3229320000,1324260000,2724400000,2439530000,617343000,338005000,830269000,212012000,110425000,,,,,,
VBBR3,VBBR3,ON,VIBRA ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",21.54,2022-01-25,17.45,28.99,173179000,25094100000,33852100000,2021-09-30,1165000000,543,222,798,022,085,275,-817,9.4%,914,1076,3.9%,397,969,5.4%,2.7%,4.0%,10.6%,12.8%,40.9%,249,096,390,29562000000,2030000000,15205000000,10788000000,8758000000,11287000000,115144000000,3146000000,4620000000,35694000000,667000000,598000000,,,,,,
VCPA4,VCPA4,PN N1,Fibria PN N1,Madeira e Papel,Papel e Celulose,26.01,2009-08-11,0.00,0.00,0,14402600000,28958800000,2018-12-31,553734000,472,102,201,079,035,376,-100,0.0%,299,405,22.7%,551,2555,45.8%,39.2%,16.8%,17.5%,23.0%,21.6%,146,146,045,40818600000,6110890000,12127700000,20667100000,14556200000,14149000000,18264500000,7155180000,3051910000,4012740000,1559620000,1523840000,,,,,,
VGOR3,VGOR3,ON,VIGOR ON,,,0.00,1899-12-30,0.00,0.00,0,0,240630000,2008-09-30,165447000,000,000,-,-,-,-,-,0.0%,677,677,4.8%,000,000,29.9%,4.5%,-4.6%,5.4%,6.0%,-24.3%,104,189,119,661755000,15360000,203684000,255990000,240630000,135178000,790431000,35546000,-32836000,206345000,12535000,-24387000,,,,,,
VGOR4,VGOR4,PN N1,VIGOR PN N1,,,5.87,2009-02-20,0.00,0.00,0,971174000,1211800000,2008-09-30,165447000,-2958,718,2732,123,147,11397,-322,0.0%,3409,3409,4.8%,-020,082,29.9%,4.5%,-4.6%,5.4%,6.0%,-24.3%,104,189,119,661755000,15360000,203684000,255990000,240630000,135178000,790431000,35546000,-32836000,206345000,12535000,-24387000,,,,,,
VIGR3,VIGR3,ON NM,VIGOR FOOD ON NM,,,25.00,2016-08-08,0.00,0.00,0,4069200000,4992030000,2016-03-31,162768000,3657,255,1239,076,090,1145,-502,0.0%,2295,1520,54.7%,068,979,29.0%,6.2%,2.3%,7.3%,9.1%,7.0%,126,084,118,4527950000,420572000,1734200000,1343400000,922830000,1593560000,5335890000,328432000,111280000,1193840000,35014000,-13050000,,,,,,
VIIA3,VIIA3,ON,VIA ON,Comércio,Eletrodomésticos,4.35,2022-01-25,3.75,16.03,193429000,6953150000,15392200000,2021-09-30,1598430000,69532,123,669,022,020,-902,-065,0.0%,775,1481,5.3%,001,355,30.6%,3.2%,0.0%,3.0%,3.9%,0.2%,096,176,092,35089000000,1575000000,18789000000,10014000000,8439000000,5675000000,32242000000,1039000000,10000000,7349000000,-397000000,-638000000,,,,,,
VINE3,VINE3,ON,VICUNHA TEXTIL SA ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,17.20,2013-11-04,0.00,0.00,0,729091000,1193500000,2013-09-30,42389000,404,065,452,058,034,138,760,0.0%,554,740,2.2%,426,2639,30.8%,12.8%,14.4%,7.5%,8.6%,16.1%,191,060,059,2143170000,210208000,1112110000,674617000,464409000,1118520000,1264000000,161280000,180507000,377063000,65994000,56906000,,,,,,
VINE5,VINE5,PNA,VICUNHA TEXTIL SA PNA,"Tecidos, Vestuário e Calçados",Fios e Tecidos,17.64,2013-11-28,0.00,0.00,0,747742000,1212150000,2013-09-30,42389000,414,067,464,059,035,141,780,0.0%,563,752,2.2%,426,2639,30.8%,12.8%,14.4%,7.5%,8.6%,16.1%,191,060,059,2143170000,210208000,1112110000,674617000,464409000,1118520000,1264000000,161280000,180507000,377063000,65994000,56906000,,,,,,
VITT3,VITT3,ON NM,VITTIA ON NM,Químicos,Fertilizantes e Defensivos,11.44,2022-01-25,8.94,14.52,1612330,1636480000,1774670000,2021-09-30,143049000,1637,361,1174,232,179,602,746,0.9%,1190,1273,-,070,317,36.9%,19.7%,14.4%,15.2%,19.7%,22.0%,167,064,077,915606000,153060000,675940000,291250000,138190000,453438000,706291000,139388000,99976000,283697000,83608000,55743000,,,,,,
VIVA3,VIVA3,ON NM,VIVARA S.A. ON NM,"Tecidos, Vestuário e Calçados",Acessórios,23.20,2022-01-25,21.50,34.24,25812300,5479790000,5304920000,2021-09-30,236198000,2071,408,1826,434,231,656,1463,1.4%,1449,1768,27.0%,112,569,74.1%,23.8%,21.0%,12.7%,17.6%,19.7%,248,022,053,2368820000,465779000,1400600000,290905000,-174873000,1342840000,1262190000,300094000,264544000,337215000,66992200,86257700,,,,,,
VIVO3,VIVO3,ON,VIVO PARTICIPAÇÕES ON,,,65.79,2011-06-07,0.00,0.00,0,26363000000,28241700000,2011-06-30,400714000,899,269,621,137,118,-2921,-474,0.0%,665,665,13.1%,732,2450,54.1%,22.0%,15.2%,18.9%,23.9%,29.9%,089,035,086,22435500000,1567410000,7055840000,3446180000,1878770000,9816290000,19298400000,4246620000,2933480000,5014990000,1078170000,757297000,,,,,,
VIVO4,VIVO4,PN,VIVO PARTICIPAÇÕES PN,,,71.80,2011-06-07,0.00,0.00,0,28771300000,30650000000,2011-06-30,400714000,981,293,678,149,128,-3187,-517,0.0%,722,722,13.1%,732,2450,54.1%,22.0%,15.2%,18.9%,23.9%,29.9%,089,035,086,22435500000,1567410000,7055840000,3446180000,1878770000,9816290000,19298400000,4246620000,2933480000,5014990000,1078170000,757297000,,,,,,
VIVR3,VIVR3,ON NM,VIVER ON NM,Construção Civil,Incorporações,1.13,2022-01-25,0.80,9.81,6722740,161480000,306144000,2021-09-30,142903000,-204,-129,-376,206,047,-174,-052,0.0%,-739,-714,58.0%,-056,-087,13.5%,-54.7%,-101.2%,-12.4%,-16.0%,63.5%,064,-169,023,346030000,65960000,162041000,210624000,144664000,-124814000,78358000,-42890000,-79314000,19023000,-19916000,-18049000,,,,,,
VIVT3,VIVT3,ON,TELEF BRASIL ON,Telecomunicações,Telecomunicações,48.45,2022-01-25,39.44,51.60,97751500,81928200000,85908000000,2021-09-30,1690980000,1673,118,1508,187,072,5613,-407,7.1%,496,1581,0.3%,290,4101,45.0%,12.4%,11.2%,4.8%,5.6%,7.1%,107,018,039,113253000000,8727810000,23710200000,12707600000,3979750000,69350500000,43724500000,5432520000,4897640000,11033300000,1299320000,1317770000,,,,,,
VIVT4,VIVT4,PN,TELEF BRASIL PN,Telecomunicações,Telecomunicações,45.34,2020-11-20,0.00,0.00,0,76669300000,80649000000,2021-09-30,1690980000,1565,111,1411,175,068,5252,-381,0.0%,465,1485,0.3%,290,4101,45.0%,12.4%,11.2%,4.8%,5.6%,7.1%,107,018,039,113253000000,8727810000,23710200000,12707600000,3979750000,69350500000,43724500000,5432520000,4897640000,11033300000,1299320000,1317770000,,,,,,
VLID3,VLID3,ON NM,VALID ON NM,Serviços Diversos,Serviços Diversos,8.97,2022-01-25,6.87,10.67,3636240,736168000,1627570000,2021-09-30,82070000,-3026,060,495,034,024,155,-161,3.2%,542,1094,7.9%,-030,1505,22.5%,6.9%,-1.0%,4.9%,6.0%,-2.0%,157,105,071,3048870000,401802000,1307590000,1293200000,891403000,1235000000,2152970000,148830000,-24329000,583426000,63607000,52258000,,,,,,
VNET3,VNET3,ON NM,CIELO ON NM,Serviços Financeiros Diversos,Serviços Financeiros Diversos,0.00,,0.00,0.00,0,0,-,2021-09-30,2716820000,000,000,-,-,-,-,-,0.0%,-,-,-16.7%,000,000,-,-,-,0.0%,-,-,-,-,-,88716000000,7843520000,76936400000,3965580000,-3877940000,9824110000,4915410000,927984000,0,1267380000,223894000,0,,,,,,
VPSC3,VPSC3,ON,VPSC ON,Transporte,Serviços de Apoio e Armazenagem,6.03,2009-12-28,0.00,0.00,0,3195660,6336660,2008-03-31,529960000,-003,259,-008,002,002,-003,-004,0.0%,-015,-015,-10.0%,-19171,232,-9.1%,-22.8%,-55.9%,-26.1%,-28.6%,-8246.8%,043,615,114,161730000,4435000,70724000,7576000,3141000,1232000,184709000,-42150000,-101601000,38352000,-20613000,-40522000,,,,,,
VPSC4,VPSC4,PN,VPSC PN,Transporte,Serviços de Apoio e Armazenagem,9.99,2010-01-04,0.00,0.00,0,5294300,8435300,2008-03-31,529960000,-005,430,-013,003,003,-006,-006,0.0%,-020,-020,-10.0%,-19171,232,-9.1%,-22.8%,-55.9%,-26.1%,-28.6%,-8246.8%,043,615,114,161730000,4435000,70724000,7576000,3141000,1232000,184709000,-42150000,-101601000,38352000,-20613000,-40522000,,,,,,
VPTA3,VPTA3,ON,VPTA ON,Transporte,Transporte Aéreo,5.00,2009-01-28,0.00,0.00,0,2743550,292172000,2006-03-31,548710000,-003,-000,-006,012,003,-001,-000,0.0%,-682,-682,-58.9%,-15984,-158127,-147.7%,-193.6%,-396.4%,-39.9%,-45.0%,10.1%,023,-034,021,107416000,2481000,82754000,291909000,289428000,-867658000,22126000,-42829000,-87703000,13644000,-5034000,-6790000,,,,,,
VPTA4,VPTA4,PN,VPTA PN,Transporte,Transporte Aéreo,10.50,2009-12-16,0.00,0.00,0,5761460,295189000,2006-03-31,548710000,-007,-001,-013,026,005,-002,-001,0.0%,-689,-689,-58.9%,-15984,-158127,-147.7%,-193.6%,-396.4%,-39.9%,-45.0%,10.1%,023,-034,021,107416000,2481000,82754000,291909000,289428000,-867658000,22126000,-42829000,-87703000,13644000,-5034000,-6790000,,,,,,
VSPT3,VSPT3,ON,FERROVIA CENTRO-ATLÂNTICA S.A. ON,Transporte,Transporte Ferroviário,0.00,,0.00,0.00,0,0,-,2021-09-30,136243000,000,000,-,-,-,-,-,0.0%,-,-,25.7%,000,000,-,-,-,0.0%,-,-,-,-,-,8838130000,314963000,757148000,0,-314963000,4754170000,2876730000,152585000,0,804402000,67349000,0,,,,,,
VSPT4,VSPT4,PN,FERROVIA CENTRO-ATLÂNTICA S.A. PN,Transporte,Transporte Ferroviário,0.00,,0.00,0.00,0,0,-,2021-09-30,136243000,000,000,-,-,-,-,-,0.0%,-,-,25.7%,000,000,-,-,-,0.0%,-,-,-,-,-,8838130000,314963000,757148000,0,-314963000,4754170000,2876730000,152585000,0,804402000,67349000,0,,,,,,
VTLM3,VTLM3,ON,ADVANCED-DH ON,,,0.79,2016-12-29,0.00,0.00,0,12883300,12883300,2019-09-30,16308000,-207,-065,-288,39040,5324,-072,-064,0.0%,-294,-288,43.5%,-038,-121,100.0%,-13548.5%,-18860.6%,-1847.5%,521.7%,31.5%,000,-,014,242000,0,23000,0,0,-19776000,33000,-4471000,-6224000,33000,-993000,-2492000,,,,,,
VULC3,VULC3,ON,VULCABRAS S/A. ON,"Tecidos, Vestuário e Calçados",Calçados,8.87,2022-01-25,6.79,10.86,5460570,2179860000,2400030000,2021-09-30,245756000,759,171,1379,128,105,289,361,3.9%,1048,1518,1.3%,117,519,32.2%,9.3%,16.8%,7.6%,8.8%,22.5%,215,029,082,2084360000,150108000,1412890000,370279000,220171000,1274530000,1706230000,158111000,287179000,535873000,80391000,126522000,,,,,,
VULC4,VULC4,PN,VULCABRAS S/A. PN,"Tecidos, Vestuário e Calçados",Calçados,18.00,2008-02-22,0.00,0.00,0,4423610000,4643780000,2021-09-30,245756000,1540,347,2798,259,212,586,733,0.0%,2028,2937,1.3%,117,519,32.2%,9.3%,16.8%,7.6%,8.8%,22.5%,215,029,082,2084360000,150108000,1412890000,370279000,220171000,1274530000,1706230000,158111000,287179000,535873000,80391000,126522000,,,,,,
VVAR11,VVAR11,UNT N2,VIA UNT N2,Comércio,Eletrodomésticos,14.58,2018-11-23,0.00,0.00,0,7768350000,16207300000,2021-09-30,1598430000,77684,137,748,024,022,-1008,-073,0.0%,816,1560,5.3%,002,1065,30.6%,3.2%,0.0%,3.0%,3.9%,0.2%,096,176,092,35089000000,1575000000,18789000000,10014000000,8439000000,5675000000,32242000000,1039000000,10000000,7349000000,-397000000,-638000000,,,,,,
VVAR4,VVAR4,PN,VIA PN,Comércio,Eletrodomésticos,4.84,2018-11-23,0.00,0.00,0,7736380000,16175400000,2021-09-30,1598430000,77364,136,745,024,022,-1003,-073,0.0%,814,1557,5.3%,001,355,30.6%,3.2%,0.0%,3.0%,3.9%,0.2%,096,176,092,35089000000,1575000000,18789000000,10014000000,8439000000,5675000000,32242000000,1039000000,10000000,7349000000,-397000000,-638000000,,,,,,
VVAX3,VVAX3,ON,VIVAX SA ON,,,0.00,1899-12-30,0.00,0.00,0,0,115336000,2007-06-30,110398000,000,000,-,-,-,-,-,0.0%,-444,-444,-,000,000,35.8%,-7.4%,-37.8%,-4.9%,-6.5%,-92.0%,219,155,067,526477000,108439000,132215000,223775000,115336000,144676000,352634000,-25967000,-133146000,95407000,-73363000,-204545000,,,,,,
VVAX4,VVAX4,PN,VIVAX SA PN,,,0.00,1899-12-30,0.00,0.00,0,0,115336000,2007-06-30,110398000,000,000,-,-,-,-,-,0.0%,-444,-444,-,000,000,35.8%,-7.4%,-37.8%,-4.9%,-6.5%,-92.0%,219,155,067,526477000,108439000,132215000,223775000,115336000,144676000,352634000,-25967000,-133146000,95407000,-73363000,-204545000,,,,,,
VVEO3,VVEO3,ON NM,VIVEO ON NM,Comércio e Distribuição,Medicamentos e Outros Produtos,15.88,2022-01-25,13.80,26.84,9800600,4543640000,4405920000,2021-09-30,286123000,000,209,-,-,080,195,1213,0.0%,-,-,-,000,759,-,-,-,0.0%,-,-,249,072,-,5691660000,1706890000,3894190000,1569170000,-137720000,2172080000,0,0,0,1495760000,28319000,61255000,,,,,,
WEGE3,WEGE3,ON N1,WEG SA ON N1,Máquinas e Equipamentos,"Motores, Compressores e Outros",30.20,2022-01-25,28.56,44.02,242043000,126759000000,125452000000,2021-09-30,4197320000,3670,994,2982,578,563,1758,2355,1.4%,2640,2952,23.1%,082,304,30.8%,19.4%,16.1%,18.9%,24.2%,27.1%,196,013,097,22500300000,2942360000,14743200000,1635210000,-1307150000,12750400000,21913200000,4250130000,3454120000,6198240000,1123210000,812925000,,,,,,
WEGE4,WEGE4,PN N1,WEG SA PN N1,Máquinas e Equipamentos,"Motores, Compressores e Outros",16.10,2007-05-31,0.00,0.00,0,67576800000,66269700000,2021-09-30,4197320000,1956,530,1590,308,300,937,1255,0.0%,1395,1559,23.1%,082,304,30.8%,19.4%,16.1%,18.9%,24.2%,27.1%,196,013,097,22500300000,2942360000,14743200000,1635210000,-1307150000,12750400000,21913200000,4250130000,3454120000,6198240000,1123210000,812925000,,,,,,
WEST3,WEST3,ON NM,WESTWING ON NM,Programas e Serviços,Programas e Serviços,3.36,2022-01-25,2.61,12.18,3405680,370178000,94368700,2021-09-30,110172000,-1204,093,-651,122,070,118,135,0.0%,-166,-166,-,-028,360,44.1%,-18.7%,-10.1%,-10.8%,-34.0%,-7.8%,448,009,058,527684000,311063000,405167000,35254000,-275809000,396627000,303685000,-56866000,-30755000,86120000,-15977000,-9318000,,,,,,
WHRL3,WHRL3,ON,WHIRLPOOL S.A. ON,Utilidades Domésticas,Eletrodomésticos,6.33,2022-01-25,6.16,7.05,20669,9512640000,8352640000,2021-09-30,1502790000,873,379,924,084,105,975,1820,9.3%,691,811,6.7%,072,167,18.5%,9.1%,9.6%,11.4%,35.9%,43.4%,116,044,125,9066990000,2255390000,7074660000,1095400000,-1159990000,2511990000,11331600000,1029540000,1089490000,2969620000,237270000,398031000,,,,,,
WHRL4,WHRL4,PN,WHIRLPOOL S.A. PN,Utilidades Domésticas,Eletrodomésticos,6.96,2022-01-25,6.96,8.90,80405,10459400000,9299400000,2021-09-30,1502790000,960,416,1016,092,115,1072,2002,9.3%,769,903,6.7%,072,167,18.5%,9.1%,9.6%,11.4%,35.9%,43.4%,116,044,125,9066990000,2255390000,7074660000,1095400000,-1159990000,2511990000,11331600000,1029540000,1089490000,2969620000,237270000,398031000,,,,,,
WISA3,WISA3,ON,WIEST SA ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,0.20,2012-06-27,0.00,0.00,0,1371200,107209000,2009-12-31,6856000,-028,-001,-025,018,002,-005,-001,0.0%,-1921,-1921,-48.7%,-072,-2996,-31.3%,-71.4%,-62.8%,-9.5%,-9.8%,2.4%,018,-052,013,58934000,39000,6690000,105877000,105838000,-205386000,7815000,-5581000,-4904000,1468000,-1311000,-947000,,,,,,
WISA4,WISA4,PN,WIEST SA PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,0.25,2012-06-27,0.00,0.00,0,1714000,107552000,2009-12-31,6856000,-035,-001,-031,022,003,-006,-001,0.0%,-1927,-1927,-48.7%,-072,-2996,-31.3%,-71.4%,-62.8%,-9.5%,-9.8%,2.4%,018,-052,013,58934000,39000,6690000,105877000,105838000,-205386000,7815000,-5581000,-4904000,1468000,-1311000,-947000,,,,,,
